from_stop_id,to_stop_id,transfer_type,min_transfer_time
8755,8688,0,
8755,8687,0,
8755,8672,0,
8755,8656,0,
8755,8657,0,
8755,8676,0,
8755,8691,0,
8755,8689,0,
8577,10564,0,
8577,8575,0,
8577,8561,0,
8577,8552,0,
8577,8573,0,
8577,8574,0,
8063,8978,0,
8063,2339,0,
8063,8054,0,
8064,11712,0,
8064,11719,0,
8064,11711,0,
8064,11715,0,
8064,11710,0,
8064,11718,0,
8065,10423,0,
8065,10915,0,
8065,2397,0,
8065,3535,0,
8065,5989,0,
8065,2203,0,
8065,6984,0,
8065,2252,0,
8066,2692,0,
8066,3023,0,
8066,10429,0,
8066,2630,0,
8066,2477,0,
8066,2799,0,
8067,10202,0,
8068,2016,0,
8068,2671,0,
8068,1173,0,
8068,2523,0,
8068,2761,0,
8068,2833,0,
8068,10203,0,
8068,2717,0,
8068,2414,0,
8069,11570,0,
8069,2539,0,
8070,1685,0,
8070,1651,0,
8070,11455,0,
8070,1905,0,
8070,1736,0,
8071,1832,0,
8071,11762,0,
8071,1615,0,
8071,8903,0,
8071,1065,0,
8072,1541,0,
8072,1572,0,
8072,695,0,
8073,12073,2,300
8073,11588,2,300
8073,972,2,300
8073,1230,2,300
8073,11606,2,300
8073,8763,0,
8073,8754,0,
8074,1286,2,360
8074,10480,2,360
8074,235,0,
8074,181,0,
8075,11495,2,300
8075,82,2,480
8075,81,2,420
8076,4495,2,360
8076,4882,0,
8076,11524,2,360
8076,4881,2,420
8076,11706,2,420
8076,10399,2,360
8076,96,2,420
8076,78,2,360
8076,77,2,420
8076,11535,2,360
8076,11525,2,360
8077,534,2,300
8077,8535,2,360
8077,1857,2,300
8077,409,2,300
8078,11302,2,360
8078,8035,2,480
8078,12138,2,360
8078,8994,2,300
8078,35,2,300
7198,7188,0,
7198,11753,0,
7198,7198,0,
7199,7187,2,360
8936,7200,0,
8936,7186,0,
8936,8936,0,
8938,8938,0,
7081,7177,0,
7086,7172,2,300
7086,7086,0,
5341,5376,0,
5341,5365,0,
5341,11775,2,300
5342,5364,0,
12173,7095,2,300
12173,5352,2,300
12173,7214,2,300
12173,7259,2,300
12173,7166,2,300
9291,12196,2,360
9291,9291,0,
9303,9303,0,
6475,7102,2,300
6475,10199,2,360
6475,6475,0,
5335,5381,2,300
7100,10629,2,360
7100,5336,0,
7100,9492,0,
7100,5380,0,
7100,7100,0,
5437,5437,0,
5439,5439,0,
10856,10856,0,
6474,7102,2,360
9306,7102,0,
9306,10199,0,
9293,12196,2,420
9293,9292,0,
11126,12196,2,360
11126,9293,2,360
11126,9291,2,300
7166,7095,0,
7166,5352,0,
7166,7214,0,
7166,7207,0,
7166,7259,0,
7166,7166,0,
7092,7092,0,
7171,7171,0,
7173,7173,0,
8948,8948,0,
11739,11575,2,360
5535,5441,0,
5535,5535,0,
5535,11755,0,
5538,5538,0,
5542,6340,2,360
5542,6088,2,360
5542,5542,0,
6958,1334,2,480
6958,6992,0,
6958,6958,0,
10144,9848,2,360
10144,11613,2,360
6969,9849,2,420
6969,6987,2,360
6971,6971,0,
2396,2399,2,360
2396,10854,2,600
2396,2386,2,300
10855,11681,2,360
6820,6563,0,
6820,6489,0,
6823,9582,0,
6823,9562,0,
6838,6892,0,
6838,6884,0,
6840,10519,2,300
6840,6841,0,
6949,2101,0,
6951,8385,0,
6951,6999,0,
6951,6951,0,
5539,5539,0,
5540,6341,2,360
11754,10629,0,
11704,8854,0,
11704,6340,2,360
11704,6195,2,360
11704,5543,2,480
11704,6088,2,360
11704,6174,0,
11704,5436,2,120
11704,11704,2,120
11704,6139,0,
5436,8854,0,
5436,6340,2,120
5436,6195,2,120
5436,5543,2,360
5436,6088,0,
5436,6174,0,
5436,5436,2,120
5436,11704,2,360
5436,6139,0,
7066,7066,0,
7063,7063,0,
6197,6357,0,
8617,9582,0,
8617,9562,0,
6858,6563,0,
6858,6489,0,
6868,6868,0,
11208,6486,0,
11208,6802,0,
11208,6566,0,
6985,6985,0,
6987,9849,2,360
11613,9848,2,360
6988,6988,0,
6988,6962,0,
6991,7046,0,
6991,6991,0,
6991,6959,0,
6992,1334,2,480
6992,6958,0,
6994,6994,0,
7001,6532,0,
7001,2101,0,
8800,11291,2,420
8800,8604,2,480
6630,11293,2,360
6630,11471,2,360
6630,11388,2,360
11470,11393,2,360
11470,11707,2,360
11470,11470,0,
11707,11295,2,420
11707,6607,2,420
11707,6512,2,480
11707,11385,2,300
11707,6753,2,360
11707,11707,0,
11707,6610,2,480
11707,11243,2,360
6843,6892,0,
10451,10451,0,
8696,8696,0,
3331,3315,0,
3056,9494,2,360
3056,3064,0,
3057,12074,0,
3057,11108,0,
3057,3057,0,
11820,11302,2,480
11820,8035,2,600
959,959,0,
1858,1394,2,360
1858,1858,0,
1863,1863,0,
1866,1866,0,
3177,3177,0,
3178,3220,0,
3179,3179,0,
3179,3219,0,
3180,11942,2,600
3180,3218,0,
11402,9447,2,360
11402,11827,2,480
11402,3317,2,480
1824,2004,0,
1824,2032,0,
1828,1076,0,
1828,1133,0,
669,11623,0,
669,668,0,
669,701,0,
9417,9243,2,360
9282,9282,0,
9282,9414,0,
9282,3982,0,
9311,9255,0,
9311,3965,0,
3204,3906,2,120
3204,3334,2,120
3204,7643,2,120
3204,8021,2,120
3204,8032,2,120
3204,8998,2,120
3204,3927,2,120
3204,3904,0,
3204,3769,2,120
3204,3533,0,
3204,3204,2,120
3204,3067,2,120
3204,3195,2,120
3204,3053,2,120
3204,12235,0,
3204,3394,2,120
3779,3816,2,120
3779,3822,0,
3779,8022,2,120
3779,8031,2,60
3779,8999,2,120
3779,3806,2,120
3779,3779,0,
3779,3385,2,120
1857,9128,2,540
1857,1856,2,300
1857,8535,2,360
1857,8040,2,300
3533,3906,2,120
3533,3334,2,120
3533,7643,2,120
3533,8021,2,120
3533,8032,2,120
3533,8998,2,120
3533,3927,2,120
3533,3904,0,
3533,3769,2,120
3533,3533,0,
3533,3204,2,120
3533,3067,2,120
3533,3195,2,120
3533,3053,2,120
3533,3394,2,120
6019,11123,0,
6019,11124,0,
6124,6028,2,300
6124,6053,0,
6124,6124,0,
10188,10188,0,
6039,6038,2,360
6039,10701,2,360
6039,10189,0,
5311,5311,0,
9435,10748,2,300
9435,10747,2,360
7093,7097,0,
7093,7093,0,
4403,4569,2,300
4403,4560,2,480
4407,4537,0,
4407,4407,0,
4410,4445,0,
4414,4414,0,
4414,4353,2,360
4419,4419,0,
12122,4340,0,
4390,4218,0,
4189,4201,2,300
4189,4189,0,
4190,4200,0,
4243,4514,0,
4243,4243,0,
4243,4301,0,
4243,4191,0,
8605,8605,0,
8605,4355,0,
7259,7095,2,120
7259,5352,0,
7259,7214,0,
7259,7207,0,
7259,7259,2,120
7259,7166,0,
7259,12173,2,300
4412,4599,2,360
4599,4447,0,
4599,4599,0,
3518,8820,0,
3518,3410,0,
8060,5262,0,
8060,5768,0,
8060,11764,2,360
8060,5045,0,
8060,5122,0,
8060,5667,0,
8060,5769,0,
8060,5793,0,
8060,5891,0,
8061,5862,0,
8061,10884,0,
8061,5844,0,
8062,5890,0,
8062,5148,0,
8062,7639,0,
8657,8685,2,120
8657,8690,2,120
8657,8688,2,120
8657,8672,2,120
8657,8656,2,120
8657,8755,0,
8657,8676,2,120
8657,8746,0,
8657,8691,0,
8657,8689,0,
8847,8820,0,
8847,3410,0,
11252,11286,0,
11252,11287,0,
11252,11251,0,
628,4883,2,600
628,4494,2,480
628,628,0,
11087,2119,2,360
11087,11278,2,360
11087,11357,2,300
11087,417,2,300
11087,11088,2,300
11087,486,2,360
11087,11087,0,
812,195,2,300
812,811,0,
11262,826,2,300
193,11528,2,300
193,45,2,540
193,193,0,
81,81,0,
12177,10465,2,480
11221,10360,2,480
11221,11227,0,
11221,11260,2,480
11221,11221,0,
932,932,0,
337,11021,0,
337,11014,0,
341,1522,0,
341,1589,0,
347,195,2,300
815,1980,0,
815,2054,0,
823,4889,2,480
2146,2240,2,300
11260,10360,0,
11260,11276,2,300
11260,11277,2,300
11260,11258,0,
11260,11227,2,420
11260,11260,0,
11260,11221,2,480
407,4887,2,360
35,11302,2,420
35,8035,2,480
35,9069,2,300
35,8019,2,480
35,8994,0,
35,10400,2,600
35,40,2,300
35,4881,2,600
35,12036,2,600
35,35,0,
35,2736,2,420
35,8039,2,360
414,2737,2,300
405,4887,2,480
405,2081,0,
405,584,0,
405,405,0,
405,4879,2,480
11527,11438,0,
758,1980,0,
758,2054,0,
761,811,0,
460,1522,0,
460,1589,0,
463,11021,0,
463,11014,0,
12157,467,0,
12157,12157,0,
879,879,0,
880,2118,0,
880,9054,0,
11227,10360,2,480
11227,11260,2,480
12026,10513,2,360
12026,10467,2,360
12026,12177,2,480
8656,8685,2,120
8656,8690,0,
8656,8688,2,120
8656,8672,0,
8656,8657,2,120
8656,8755,0,
8656,8676,2,120
8656,8746,0,
8656,8689,0,
11251,11286,0,
11251,11287,0,
11251,11251,0,
454,195,0,
486,11278,2,360
486,11279,2,360
486,417,0,
486,11088,0,
486,486,0,
486,11087,2,300
8672,8685,2,120
8672,8690,2,120
8672,8688,2,120
8672,8656,0,
8672,8657,2,120
8672,8755,0,
8672,8676,2,120
8672,8746,0,
8672,8691,0,
8672,8689,0,
11805,11808,0,
11805,11807,0,
11805,11810,0,
11805,11809,0,
11805,11811,0,
11805,11801,0,
11805,9597,2,600
11805,11798,0,
11805,11799,0,
12065,12063,2,360
12065,12064,2,360
12066,12064,2,360
646,301,0,
646,744,2,300
646,1907,0,
646,647,0,
63,397,0,
63,591,0,
63,1379,0,
12036,11302,2,420
12036,8035,2,600
12036,4495,2,480
12036,10400,2,120
12036,4881,2,120
12036,12036,2,120
12036,10399,2,120
12036,8041,2,480
12036,96,2,120
12036,77,0,
1276,1510,2,300
1276,122,2,300
56,11016,0,
56,114,0,
59,322,2,300
60,569,2,300
60,11113,0,
62,397,0,
75,48,0,
75,11542,2,480
75,11427,2,480
75,74,0,
30,11481,0,
30,623,2,600
30,4883,2,480
30,11528,2,900
30,534,2,540
30,45,0,
30,193,2,1200
30,10399,2,540
31,11272,2,540
31,9128,0,
31,984,2,300
31,534,2,300
31,4496,0,
31,8077,2,300
31,10399,2,480
31,8040,2,360
31,11535,2,540
31,11523,2,540
10886,10888,0,
10886,10889,0,
10886,10890,0,
10886,10885,0,
10886,10886,2,120
7727,7658,0,
7727,7743,2,120
7727,7827,2,120
7727,10198,2,720
7727,8024,2,120
7727,8029,2,120
7727,10956,2,120
7727,10840,2,360
7727,7727,2,120
11032,11998,0,
11032,11032,0,
11032,9671,0,
11027,11028,0,
9665,9701,0,
9665,9665,0,
7956,7956,0,
7685,7685,0,
7685,7703,0,
3825,3064,2,420
7644,12043,2,420
7645,7645,0,
11785,11653,2,480
7649,11117,2,360
7649,7649,0,
7650,8023,2,120
7650,8030,2,360
7650,9000,2,120
7652,7652,0,
7656,10277,0,
7656,7729,2,480
7656,7656,0,
10840,7658,2,360
10840,7743,2,120
10840,7827,2,120
10840,10956,2,360
10840,10840,0,
7662,7828,0,
7666,10299,2,420
7666,10310,2,420
7672,9652,0,
7672,7714,0,
110,569,0,
110,322,0,
110,11113,0,
98,48,0,
98,74,0,
108,591,0,
1379,397,0,
1379,591,2,300
113,11016,0,
113,114,0,
122,1510,2,300
122,122,0,
122,1276,2,300
296,132,0,
297,297,0,
297,381,0,
8640,545,0,
8640,9136,0,
8640,217,0,
11113,110,0,
11113,60,0,
361,9530,0,
361,318,0,
361,317,2,300
361,361,0,
924,1361,0,
924,1301,0,
10619,782,0,
10619,10619,0,
9052,888,0,
9052,176,0,
9052,240,0,
9052,778,2,480
9052,8622,0,
11088,11278,2,300
11088,11279,2,300
11088,417,0,
11088,486,0,
11088,11087,0,
10170,9910,0,
10170,12175,2,300
10170,12056,2,300
10170,9909,0,
10170,9913,0,
10170,12290,2,300
10170,10432,2,300
10170,11794,2,480
10170,11793,2,480
10170,11792,2,480
10170,12289,2,300
10170,9911,0,
10170,9912,0,
10170,12178,2,300
11606,972,0,
11606,1230,2,300
11606,8073,2,300
11606,8763,2,300
11606,8754,0,
11606,8044,0,
1487,1487,0,
4500,4329,0,
4496,44,0,
8643,8643,0,
911,1721,0,
911,1697,0,
911,11095,0,
915,1092,0,
915,1055,0,
689,690,0,
689,728,0,
3139,3134,0,
3139,3139,0,
3140,3548,0,
3140,3613,2,300
255,155,0,
255,256,0,
654,1347,2,300
654,1316,2,300
1130,1254,0,
1130,659,0,
1133,1075,0,
1133,1828,0,
1137,1683,0,
1137,1617,0,
1139,1654,0,
1139,1160,2,360
1139,1186,2,420
1648,1187,0,
1648,1160,0,
1648,1186,0,
10559,10559,0,
647,301,0,
647,744,2,180
647,647,0,
647,646,0,
386,1116,0,
386,386,0,
386,1031,0,
199,202,0,
201,812,2,300
11353,11282,2,300
11353,11283,2,300
11353,11103,0,
11353,11350,0,
8687,8685,2,120
8687,8690,2,120
8687,8688,2,120
8687,8672,0,
8687,8657,2,120
8687,8755,0,
8687,12227,0,
8687,8676,2,120
8687,8746,0,
8687,8691,0,
8687,8689,2,120
3133,3548,0,
3133,3613,0,
3133,3133,0,
3133,3140,0,
392,860,0,
392,202,0,
392,392,0,
811,811,0,
811,761,0,
811,812,0,
650,838,0,
650,797,0,
1905,1685,2,120
1905,1651,0,
1905,11455,0,
1905,1905,2,120
1905,8070,0,
1905,1736,2,120
1905,8047,0,
9912,12178,2,300
1190,1683,0,
1190,1617,0,
1076,1833,0,
1076,1076,0,
1076,1828,0,
709,1254,0,
709,659,0,
709,709,0,
713,1347,0,
713,1316,0,
713,713,0,
11632,155,0,
11632,256,0,
160,11282,2,300
160,11283,2,300
160,11103,0,
160,627,0,
1187,1187,0,
1187,1160,0,
1187,1186,0,
195,454,0,
195,812,0,
198,860,0,
198,202,0,
198,198,0,
198,392,2,300
287,860,0,
287,287,0,
287,392,0,
292,1116,0,
292,1031,0,
1907,301,0,
1907,744,0,
1907,1907,0,
1907,647,0,
1907,646,0,
744,301,0,
744,744,0,
744,1907,0,
744,647,0,
744,646,0,
718,838,0,
718,797,0,
718,718,0,
718,650,0,
11455,1685,0,
11455,1651,0,
11455,8070,0,
11455,1736,0,
11455,8047,0,
3769,3906,2,120
3769,3334,2,120
3769,7643,2,120
3769,8021,2,120
3769,8032,2,120
3769,8998,2,120
3769,3927,2,120
3769,3904,2,120
3769,3769,2,120
3769,3533,2,120
3769,3204,2,120
3769,3067,2,120
3769,3195,0,
3769,3053,2,120
3769,12235,0,
3769,3394,2,120
2742,1709,2,120
2742,963,0,
2742,1482,0,
2742,1387,0,
2742,10415,2,120
12022,11941,2,120
12022,8020,0,
12022,8033,0,
12022,10860,2,120
12022,12022,0,
12022,12020,0,
12022,12231,0,
12022,12230,0,
12022,11942,2,120
12022,11940,0,
534,9128,2,300
534,4496,2,300
534,8535,0,
534,8040,2,300
3064,3825,2,480
3066,9018,2,420
3066,3054,2,360
3207,12233,2,360
3207,12232,2,360
4491,4660,2,120
4491,11867,0,
4491,4491,2,120
4491,4461,0,
4010,4010,0,
4010,4045,0,
11676,4659,2,360
981,635,2,480
981,981,0,
981,1487,0,
983,1856,2,480
983,1857,2,480
984,4882,2,360
984,534,2,300
984,44,0,
984,8077,2,360
984,8040,2,360
984,409,2,360
984,76,2,600
985,11272,2,300
985,4882,2,300
985,11522,2,300
985,4881,2,480
985,10399,2,480
985,11535,2,480
985,11523,0,
4523,82,2,420
4222,4222,0,
6706,8282,2,300
6725,6921,0,
6725,6942,0,
6700,6667,2,360
6700,6739,0,
6703,8326,0,
6704,6781,2,480
6704,6768,2,360
6704,11932,2,480
8483,6781,2,600
8483,6768,2,480
8483,11932,2,600
8483,8484,2,300
8483,8283,2,300
4319,4319,0,
4323,4304,0,
4324,4398,0,
4242,8037,2,120
4242,10867,2,120
4242,4471,2,120
4242,4459,2,120
4242,4475,2,120
4242,4242,2,120
4242,4568,2,120
4242,4210,0,
4188,4365,0,
4654,4832,0,
4647,4670,0,
9543,4464,2,420
9543,4489,0,
4644,4674,0,
4644,4644,0,
4652,4665,0,
4652,4652,0,
4514,4514,0,
4514,4243,0,
4514,4301,0,
4514,4191,0,
11441,11302,2,300
11441,8035,2,480
11441,8019,2,480
11441,8994,2,300
11441,11526,2,360
11441,96,2,360
11441,78,2,360
11441,77,2,360
1885,1885,0,
1885,1866,0,
1888,2940,2,360
1888,2939,0,
1888,9043,0,
2743,968,0,
2743,1046,0,
737,678,0,
737,742,2,360
737,442,2,600
503,1244,0,
503,503,0,
503,2739,0,
185,231,0,
185,1283,2,360
185,524,2,360
3314,3954,0,
4228,4018,0,
4228,4228,0,
4228,10879,0,
4228,10882,0,
8552,8575,2,120
8552,8561,2,120
8552,8577,0,
8552,8574,0,
8552,8578,0,
3904,3906,0,
3904,3334,0,
3904,7643,2,120
3904,8021,2,120
3904,8032,2,120
3904,8998,2,120
3904,3927,0,
3904,3904,0,
3904,3769,2,120
3904,3533,2,120
3904,3204,2,120
3904,3067,0,
3904,3195,2,120
3904,3053,2,120
3904,12235,0,
3904,12234,0,
3904,3394,0,
3476,3487,2,360
3068,12018,2,480
3068,3068,0,
3069,3069,0,
6174,8854,2,120
6174,6340,2,360
6174,6195,2,120
6174,5543,0,
6174,6088,2,120
6174,6174,0,
6174,5436,2,120
6174,11704,2,360
6174,6139,2,120
5042,5048,2,540
5042,12155,0,
5042,6468,2,480
5042,5042,0,
5042,8059,0,
10437,6175,0,
10437,10437,0,
10437,6194,0,
5456,6459,2,300
5456,11074,0,
5456,5516,0,
5456,5456,0,
5465,11861,2,600
5465,5700,2,480
5465,5594,0,
5465,5465,0,
5465,5743,2,480
5465,5593,2,540
5465,6000,2,480
5467,5638,2,300
5474,11077,2,360
5474,11078,2,360
5040,5050,2,300
5040,5794,2,360
5040,5039,2,360
5039,5039,0,
5498,11077,2,360
5498,11078,2,360
5505,5697,2,300
5505,5638,2,360
5701,5594,2,360
5516,6459,0,
5516,11074,0,
6466,6175,0,
6466,6466,0,
6466,6194,0,
6133,6095,0,
6133,6133,0,
6133,9062,0,
1316,713,0,
1316,654,2,300
1329,7025,2,360
1329,2227,0,
1329,2160,2,360
1856,1483,2,360
1856,1856,0,
1856,410,2,360
1301,9051,0,
1301,892,0,
1301,924,0,
6942,6741,0,
6942,6725,0,
9560,6805,0,
9562,6823,0,
9564,6646,0,
9564,6590,0,
9567,6874,0,
9570,6675,0,
9570,6691,0,
8852,9572,0,
8852,6923,0,
8852,8852,0,
189,11302,2,420
189,9069,2,420
189,40,2,480
189,189,0,
189,35,2,360
189,2736,2,300
189,79,2,300
189,95,2,300
11,11542,0,
11,11427,2,300
11,1013,2,420
11,11429,2,300
74,11563,2,360
74,98,0,
74,75,0,
639,10044,2,360
639,639,0,
639,10618,0,
797,12134,0,
797,718,0,
797,650,0,
801,1992,0,
801,2044,0,
809,810,2,360
809,2156,2,360
231,231,0,
782,10620,0,
782,10619,0,
785,1147,2,360
789,1533,0,
789,1580,0,
793,11022,0,
793,11010,0,
847,1533,0,
847,1580,0,
850,1147,2,360
850,1206,2,360
853,10620,2,300
3428,231,2,300
3428,2738,0,
3428,429,2,360
3428,942,0,
3429,3429,0,
971,8035,2,600
971,8019,2,540
971,8994,2,360
971,971,0,
971,189,2,360
971,2736,0,
971,79,2,360
971,95,2,360
971,411,2,360
971,939,0,
834,1992,0,
834,2044,0,
842,11022,0,
842,11010,0,
838,12134,0,
838,718,0,
838,650,0,
857,778,2,420
857,8622,0,
2622,2528,0,
2622,3094,0,
2623,2489,2,300
2623,2418,2,360
2626,2525,2,360
2938,2938,0,
2860,2955,0,
2860,2917,0,
2863,8897,0,
9125,1461,0,
9125,1410,0,
2741,2741,0,
1413,1413,0,
2833,2016,2,120
2833,2671,2,120
2833,1173,2,120
2833,2523,0,
2833,2761,2,120
2833,8068,0,
2833,10203,2,360
2833,8049,0,
2833,2717,2,120
2833,2414,0,
8679,8680,2,120
8679,8659,2,120
8679,10021,2,480
8679,8757,0,
8679,8748,0,
2836,3029,0,
2836,1875,0,
2807,2791,0,
1457,1416,0,
1457,1457,0,
1457,2788,0,
2553,1461,0,
2553,1410,0,
3024,2955,0,
3024,2917,0,
1870,8802,0,
1870,2938,0,
1873,1877,0,
728,898,0,
728,689,0,
359,596,0,
359,358,0,
359,359,0,
695,1541,2,120
695,1572,2,120
695,8072,0,
695,8045,0,
4881,9128,2,480
4881,4495,2,480
4881,10400,2,60
4881,4881,2,120
4881,11706,2,420
4881,8535,2,480
4881,12036,2,120
4881,10399,2,120
4881,8041,2,420
11526,10400,0,
11526,11526,0,
11526,11706,2,120
11526,8535,2,540
11526,96,0,
11526,77,0,
11526,11616,0,
11524,11272,2,300
11524,4495,2,300
11524,11524,0,
11524,11706,0,
11524,44,2,600
11524,8041,2,360
11427,25,0,
11427,26,2,360
11427,11,2,300
584,4887,2,480
584,584,0,
584,405,0,
585,11473,2,300
585,585,0,
591,397,0,
591,591,0,
591,1379,0,
591,63,0,
365,10969,0,
365,10968,0,
366,314,0,
366,313,0,
366,366,0,
370,310,0,
736,955,2,300
779,779,0,
779,857,0,
779,8622,2,480
742,737,0,
742,955,0,
2663,10245,0,
2663,10288,0,
2663,2663,0,
8970,8970,0,
6088,8854,2,120
6088,6340,2,120
6088,6195,0,
6088,5543,2,120
6088,6088,2,120
6088,6174,2,360
6214,6154,0,
6214,6214,0,
6148,6220,0,
6148,6148,0,
6149,6219,0,
6149,6149,0,
8841,6231,0,
8841,8841,0,
6351,6346,0,
6351,6230,0,
6354,6196,0,
6354,6354,0,
5543,8854,2,120
5543,6340,2,360
5543,6195,0,
5543,5543,0,
5543,6088,0,
5543,6174,0,
5543,11704,2,480
5543,6139,2,120
6195,6195,0,
6195,5543,0,
6195,6088,0,
6310,6310,0,
5547,5547,0,
6135,6135,0,
5434,5545,0,
5435,5435,0,
10247,10247,0,
2170,2219,0,
2170,2170,0,
2170,9099,0,
2688,2696,0,
2689,2695,0,
10429,2692,2,120
10429,3023,0,
10429,10429,2,120
10429,8066,0,
10429,8051,0,
10429,2630,0,
10429,2477,2,120
10429,2799,2,120
10202,8067,0,
10202,8050,0,
2214,2214,0,
2214,2174,0,
6335,6362,0,
6339,11364,0,
6172,6357,0,
6298,6298,0,
1596,1108,0,
1596,1039,0,
1604,10969,0,
10959,1896,2,480
1580,847,0,
1580,789,0,
1583,169,0,
1583,248,0,
1589,460,0,
1589,341,0,
1402,1402,0,
11193,11193,0,
1557,1557,0,
1561,2745,0,
1561,1552,0,
1561,1561,0,
1562,1562,0,
1563,1550,0,
1563,1793,0,
1567,1728,0,
1567,1692,0,
1570,1086,0,
1570,1061,0,
4882,11272,2,420
4882,4882,0,
11542,26,0,
11542,11,0,
1572,695,2,120
1572,8072,0,
1572,8045,0,
1576,1354,0,
1576,1308,0,
1586,11280,2,300
1586,11281,2,300
1586,10799,0,
1586,423,0,
1592,9124,0,
1592,210,0,
310,1505,0,
310,310,0,
310,370,0,
11877,11875,2,300
11877,11874,2,360
11877,11697,2,480
11877,11878,2,480
11877,11873,2,360
11877,11877,0,
11877,8759,2,360
11877,8750,2,360
5374,5374,0,
10189,10189,0,
10189,6039,0,
6103,6126,2,360
6103,6103,0,
6103,12260,2,300
2081,584,0,
2081,405,0,
40,11302,2,360
40,8035,2,480
40,8019,2,480
40,8994,0,
40,35,0,
40,8039,2,300
40,938,2,360
10400,10400,0,
10400,4881,2,60
10400,12036,0,
10400,10399,2,60
10400,96,2,360
11258,10360,0,
11258,11276,2,360
11258,11258,0,
12155,5048,2,420
12155,12155,0,
12155,6468,2,480
12155,5042,0,
12155,8059,0,
5464,5700,0,
5464,6077,0,
5464,5743,0,
5464,5593,0,
5464,6000,0,
10881,5262,0,
10881,5768,0,
10881,11764,2,360
10881,5045,0,
10881,5122,0,
10881,8060,0,
10881,5667,2,120
10881,5769,0,
10881,5793,0,
10881,5891,0,
10881,11882,0,
10881,10880,0,
1505,310,0,
1505,370,0,
1519,9124,0,
1519,210,0,
1525,11280,2,300
1525,11281,2,300
1525,10799,0,
1525,423,0,
1537,1354,0,
1537,1308,0,
1541,695,2,120
1541,8072,0,
1541,8045,0,
1509,124,0,
1510,122,2,300
1510,1276,2,300
1514,1108,0,
1514,1039,0,
1522,460,0,
1522,341,0,
1530,169,0,
1530,248,0,
1533,847,0,
1533,789,0,
1544,1086,0,
1544,1061,0,
1546,1728,0,
1546,1692,0,
1553,1559,2,360
1554,1554,0,
1554,1558,0,
1555,1404,0,
1470,1470,0,
8910,11875,2,480
8910,11877,2,360
7207,7095,2,120
7207,5352,0,
7207,7214,0,
7207,7259,0,
7207,7166,0,
7207,12173,2,300
6661,6781,0,
6661,11932,0,
6741,6921,0,
6741,6942,0,
8485,8282,2,360
8484,8283,2,420
3927,3906,2,120
3927,3334,2,120
3927,7643,2,120
3927,8021,2,120
3927,8032,2,120
3927,8998,2,120
3927,3904,2,120
3927,3769,2,120
3927,3533,2,120
3927,3204,2,120
3927,3067,2,120
3927,3195,2,120
3927,3053,2,120
3927,12234,0,
3927,3394,2,120
3487,3476,0,
3708,11567,2,360
3708,11685,2,480
1404,1404,0,
1410,2553,0,
1410,9125,0,
1411,1460,0,
1411,1411,0,
1423,8644,0,
1423,2472,0,
1430,3663,0,
1430,2263,0,
1430,11682,0,
448,450,2,300
351,603,0,
351,351,0,
354,599,2,300
357,357,0,
397,1379,0,
397,63,0,
417,2119,2,300
417,11357,0,
417,11088,0,
417,11087,2,300
419,11019,0,
419,483,0,
419,419,0,
423,11280,2,300
423,11281,2,300
423,1525,0,
423,1586,0,
627,11354,0,
627,160,0,
11350,11282,2,300
11350,136,0,
11350,11353,0,
994,10745,0,
994,2051,0,
11349,10745,0,
11349,2051,0,
11348,136,2,360
11348,11353,0,
11103,11283,2,300
11103,11354,0,
11103,160,0,
11216,11695,0,
11216,9087,0,
10799,11280,2,300
10799,11281,2,300
10799,10799,0,
10799,1525,0,
10799,1586,0,
11352,2119,2,300
11352,11279,2,300
11352,11357,0,
11876,11875,2,300
11876,11874,2,360
11876,11877,0,
11876,8759,2,360
11876,8750,2,360
11711,11712,0,
11711,11719,0,
11711,11711,0,
11711,11716,0,
11711,8064,0,
11711,11715,0,
11711,8053,0,
11711,11710,0,
7070,7070,0,
358,596,0,
358,358,0,
358,359,0,
314,10969,0,
314,10968,0,
317,9530,0,
317,318,0,
317,317,0,
317,361,0,
675,675,0,
7719,10299,2,420
7719,10310,2,420
10893,7828,0,
10893,10316,2,300
12105,7658,2,540
12105,10198,2,600
12105,10417,2,600
12105,12108,2,360
7728,7728,0,
7732,7732,0,
7732,7654,2,360
7736,8023,0,
7736,8030,2,120
7736,9000,2,120
7737,7737,0,
8408,8408,0,
8408,7646,0,
11318,11962,2,540
11318,11114,2,600
3903,3826,2,420
3903,9240,2,360
7742,3872,2,480
7742,12165,2,360
7742,3064,0,
7742,3056,2,360
3775,3775,0,
3815,3731,0,
3810,3810,0,
3806,3478,2,120
3806,3816,0,
3806,3822,2,120
3806,8022,2,120
3806,8031,2,120
3806,8999,2,120
3806,3779,2,120
3806,3385,2,120
10892,10888,0,
10892,10889,0,
10892,10890,0,
10892,10885,0,
10892,10887,0,
10736,12104,2,360
10736,10703,0,
4062,4222,2,300
4065,4391,0,
4065,4371,0,
8140,1709,2,120
8140,963,0,
8140,1482,2,120
8140,1387,2,120
8140,10415,2,120
2761,2016,2,120
2761,2671,2,120
2761,1173,2,120
2761,2523,2,120
2761,2833,2,120
2761,8068,0,
2761,10203,2,360
2761,8049,0,
2761,2717,2,120
2761,2414,0,
11873,11879,2,360
11873,11874,2,360
11873,11873,0,
11873,8759,2,360
11873,8750,2,360
2534,2534,0,
2765,1559,0,
2766,1858,2,360
2766,1393,2,300
2766,1477,0,
