service_id,date,exception_type
117703,20161030,1
117703,20161105,1
117703,20161106,1
117703,20161111,1
117703,20161112,1
117703,20161113,1
117703,20161119,1
117703,20161120,1
117703,20161126,1
117703,20161127,1
123203,20161204,1
123203,20161211,1
123203,20161217,1
123203,20161218,1
162203,20161022,1
162203,20161023,1
162203,20161029,1
162203,20161030,1
162203,20161105,1
162203,20161106,1
162203,20161111,1
162203,20161112,1
162203,20161113,1
162203,20161119,1
162203,20161120,1
162203,20161126,1
162203,20161127,1
162203,20161204,1
162203,20161211,1
162203,20161217,1
162203,20161218,1
